0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,16,16
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,16,16
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
16,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
16,16,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,13,15
